split,id,landmark_index,ere,ere_mm,true_radial_error_px,true_radial_error_mm
validation,RBS18400460_6L,4,4.590684413909912,0.3216744363307953,4.242640495300293,0.2972865104675293
validation,RBS18400460_6L,5,5.034704208374023,0.3527875542640686,3.0,0.210213303565979
validation,RBS18400460_6L,6,7.45379638671875,0.5222957730293274,11.401754379272461,0.7989334464073181
validation,RBS18400460_6L,7,6.645926475524902,0.46568748354911804,3.605551242828369,0.25264495611190796
validation,RBS19701807_3R,1,9.655117988586426,0.676544725894928,3.1622776985168457,0.2215842753648758
validation,RBS19701807_3R,2,7.692508220672607,0.53902268409729,1.0,0.07007110118865967
validation,RBS19701807_3R,3,12.684585571289062,0.8888227939605713,22.203603744506836,1.555830955505371
validation,RBS19701807_3R,4,9.083616256713867,0.6364990472793579,18.867961883544922,1.3220988512039185
validation,RBS19701807_3R,5,32.285736083984375,2.2622978687286377,47.01063537597656,3.2940869331359863
validation,RBS19701807_3R,6,4.8264360427856445,0.33819371461868286,9.433980941772461,0.6610494256019592
validation,RBS19701807_3R,7,7.438450813293457,0.5212205052375793,12.529964447021484,0.8779883980751038
validation,RBS18255466_5L,1,7.480066776275635,0.524136483669281,9.0,0.630639910697937
validation,RBS18255466_5L,2,7.692195892333984,0.5390005111694336,11.180339813232422,0.7834187150001526
validation,RBS18255466_5L,3,6.210572719573975,0.435181587934494,7.071067810058594,0.49547749757766724
validation,RBS18255466_5L,4,7.951643943786621,0.5571801662445068,3.605551242828369,0.25264495611190796
validation,RBS18255466_5L,5,7.135754585266113,0.5000101923942566,4.242640495300293,0.2972865104675293
validation,RBS18255466_5L,6,4.437790870666504,0.3109608590602875,2.2360680103302,0.15668374300003052
validation,RBS18255466_5L,7,5.67177677154541,0.3974275588989258,5.099019527435303,0.35729390382766724
validation,RBS15163041_11L,1,5.311483383178711,0.37218141555786133,29.154760360717773,2.0429060459136963
validation,RBS15163041_11L,2,6.330944538116455,0.4436163604259491,46.097721099853516,3.2301182746887207
validation,RBS15163041_11L,3,6.8662333488464355,0.4811246991157532,45.09988784790039,3.160198926925659
validation,RBS15163041_11L,4,6.426259517669678,0.45029494166374207,37.336307525634766,2.616196393966675
validation,RBS15163041_11L,5,4.8919501304626465,0.3427842855453491,48.66210174560547,3.409806966781616
validation,RBS15163041_11L,6,8.354114532470703,0.5853816866874695,57.55866622924805,4.033199310302734
validation,RBS15163041_11L,7,11.279966354370117,0.7903993725776672,66.0,4.624692916870117
validation,RBS17231466_6L,1,4.743824005126953,0.3324047923088074,6.0,0.420426607131958
validation,RBS17231466_6L,2,5.4257378578186035,0.38018736243247986,1.0,0.07007110118865967
validation,RBS17231466_6L,3,5.951864242553711,0.4170536398887634,3.0,0.210213303565979
validation,RBS17231466_6L,4,6.796597003936768,0.47624504566192627,10.440306663513184,0.7315638065338135
validation,RBS17231466_6L,5,5.895008563995361,0.4130694270133972,0.0,0.0
validation,RBS17231466_6L,6,5.4089765548706055,0.37901297211647034,0.0,0.0
